PREGUNTA	RESPUESTA
¿QUÉ FIGURA MUSICAL EQUIVALE EN TIEMPO A 4 CORCHEAS?	BLANCA
EN UN PENTAGRAMA ESCRITO EN CLAVE DE SOL, ¿QUÉ NOTA SE UBICA EN LA LÍNEA DEL MEDIO?	SI
¿QUIÉN ES LA HIJA ACTRIZ DE DANIELA CARDONE?	BRENDA GANDINI
¿EN QUÉ PROGRAMA DE T.V. CONDUCIDO POR JUAN ALBERTO BADÍA ERA PERIODISTA DEPORTIVO MARCELO TINELLI?	BADÍA Y COMPAÑÍA
¿QUÉ FAMOSO EDIFICIO PORTEÑO SE UBICA EN LA DIRECCIÓN CERRITO 628?	TEATRO COLÓN
¿QUÉ RECONOCIDO CANTANTE FUE TECLADISTA DE LOS ABUELOS DE LA NADA EN SUS INICIOS?	ANDRÉS CALAMARO
¿EN QUÉ EQUIPO CHINO JUGÓ CARLOS TÉVEZ?	SHANGHAI SHENHUA
¿CUÁL ES LA DIRECCIÓN DEL TEATRO GRAN REX EN LA CIUDAD DE BUENOS AIRES?	AV. CORRIENTES 857
¿DE QUÉ MINISTERIO DEPENDE EL SERVICIO METEOROLÓGICO NACIONAL?	MINISTERIO DE DEFENSA
¿QUÉ ACTOR INTERPRETÓ AL PADRE DE VIOLETTA EN LA SERIE PROTAGONIZADA POR TINI STOESSEL?	DIEGO RAMOS
¿CUÁL ERA EL APELLIDO DEL HÚNGARO NACIONALIZADO ARGENTINO QUE INVENTÓ EL BOLÍGRAFO?	BIRO
¿LOS RESTOS DE QUÉ PERSONAJE HISTÓRICO SE ENCUENTRAN EN EL HOTEL DE LOS INVÁLIDOS?	NAPOLEÓN BONAPARTE
¿DE QUÉ BANDA FORMÓ PARTE LUCIANO EL TIRRI, PRIMO DE MARCELO TINELLI?	LOS FABULOSOS CADILLACS
¿CON QUÉ NOMBRE ES CONOCIDO EL CANTANTE ROBERT ZIMMERMAN?	BOB DYLAN
¿CUÁL ES EL NOMBRE DE QUICO, EL VECINO DE EL CHAVO DEL 8?	FEDERICO
EN LOS PREMIOS GRAMMY LATINOS DE 2016, ¿QUIÉNES INTERPRETARON OLVÍDAME Y PEGA LA VUELTA DE PIMPINELA?	JENNIFER LÓPEZ Y MARC ANTHONY
¿EN QUÉ NOVELA DEBUTÓ LALI ESPÓSITO COMO ACTRIZ?	RINCÓN DE LUZ
¿QUÉ DÍA DE 1983 ASUMIÓ SU PRESIDENCIA RAÚL ALFONSÍN, LUEGO DE MÁS DE 7 AÑOS DE DICTADURA MILITAR?	10 DE DICIEMBRE
¿QUIÉN FUE EL TENISTA DE MAYOR EDAD EN ALCANZAR EL NÚMERO 1 DEL RANKING ATP?	ROGER FEDERER
¿CÓMO SE LLAMA LA ESTRELLA DE 6 PUNTAS, SÍMBOLO DEL JUDAÍSMO?	ESTRELLA DE DAVID
SEGÚN UN ESTUDIO DE LA O.N.U. DE 2018, ¿CUÁL ES EL PAÍS MÁS FELIZ DEL MUNDO?	FINLANDIA
¿CUÁL FUE EL PRIMER EQUIPO ARGENTINO QUE DIRIGIÓ DIEGO MARADONA?	MANDIYÚ
DESPUÉS DE 3,14, ¿CUÁLES SON LOS 3 DÍGITOS QUE LE SIGUEN AL NÚMERO CONOCIDO COMO PI?	159
¿CUÁNTOS AÑOS LLEVA ISABEL II COMO REINA DEL REINO UNIDO?	67 AÑOS (EL 06 DE FEBRERO DE 2019 CUMPLIÓ ESE ANIVERSARIO)
SI HABLO DE LAS RAZAS PERSA, HIMALAYO Y SIAMÉS, ¿A QUÉ ANIMAL ME REFIERO?	GATO
¿EN QUÉ GRUPO DE CUMBIA CANTÓ EL POLACO EN SUS INICIOS?	UNA DE KAL
¿QUÉ FAMOSO ACTOR FUE NOVIO DE LALI ESPÓSITO Y TINI STOESSEL?	PETER LANZANI
¿CON QUÉ NOMBRE SE CONOCE EN ESPAÑA A TWEETY, EL PAJARITO DE LOS LOONEY TUNES?	PIOLÍN
¿CUÁL ES EL NOMBRE ARTÍSTICO DE RENÉ, EL EX CANTANTE DE CALLE 13?	RESIDENTE
¿DE QUÉ BANDA ES CANTANTE ALE SERGI?	MIRANDA
¿QUÉ EX JUGADOR DE RIVER ES EL PADRE DE LA HIJA DE AMALIA GRANATA?	CRISTIAN EL OGRO FABBIANI
¿A QUÉ LÍNEA DE SUBTE DE LA CIUDAD DE BUENOS AIRES PERTENECE LA ESTACIÓN CARABOBO?	LÍNEA A
¿CUÁNTOS LADOS TIENE UN ENEÁGONO?	NUEVE
¿A QUÉ EDAD FALLECIÓ EL EX PRESIDENTE JUAN DOMINGO PERÓN?	78 AÑOS
SEGÚN UNA FAMOSA FRASE ATRIBUÍDA ALBERT EINSTEIN, ¿QUÉ ES MÁS IMPORTANTE QUE EL CONOCIMIENTO?	LA IMAGINACIÓN
¿JUNTO A QUIÉN CANTA SHAKIRA LA VERSIÓN ORIGINAL DE LA BICICLETA?	CARLOS VIVES
¿EN QUÉ CANCIÓN JOAQUÍN SABINA NOMBRA A CHARLY, DIEGO Y OLMEDO?	LA BIBLIA Y EL CALEFÓN
¿QUÉ ACTRIZ Y CANTANTE POP INTERPRETABA A HANNAH MONTANA EN LA POPULAR SERIE DE DISNEY?	MILEY CYRUS
¿QUÉ POPULAR CANTANTE INTERPRETA EL HIMNO DE RIVER?	IGNACIO COPANI
¿A QUÉ JUGADOR CAMPEÓN MUNDIAL DEL 78 APODAN MATADOR?	MARIO ALBERTO KEMPES
¿DE QUÉ COLORES SON LAS FRANJAS DE LA BANDERA DE CUBA?	AZUL Y BLANCO
¿EN QUÉ PROVINCIA SE ENCUENTRA LA CIUDAD DE CARCARAÑÁ?	SANTA FE
SEGÚN VIVIR MI VIDA DE MARC ANTHONY, ¿PARA QUÉ LLEGA A VECES LA LLUVIA?	LIMPIAR LAS HERIDAS
¿CÓMO SE LLAMA LA PAREJA DEL CANTANTE RICKY MARTIN?	JWAN YOSEF
¿EN QUÉ FECHA FALLECIÓ MILLVINA DEAN, ÚLTIMA SOBREVIVIENTE DEL TITANIC?	31 DE MAYO DE 2009
¿CÓMO SE LLAMA EL ACTOR MEXICANO QUE ENCARNÓ A LUIS MIGUEL EN LA ÚLTIMA PARTE DE LA FAMOSA SERIE DE NETFLIX?	DIEGO BONETA
¿CÓMO ERA EL APELLIDO DE LOS HERMANOS A LOS QUE SE LES ATRIBUYE EL PRIMER VUELO CON MOTOR DE LA HISTORIA?	WRIGHT
¿CÓMO SE LLAMA EL PERSONAJE DE RICARDO DARÍN EN LA PELÍCULA EL SECRETO DE SUS OJOS?	BENJAMÍN ESPÓSITO
¿CUANDO SALIO PUBLICADO EL PRIMER DIARIO CLARIN?	28 DE AGOSTO DE 1945
¿CUÁL FUE EL RESULTADO DE LA DERROTA MÁS ABULTADA SUFRIDA POR LA SELECCIÓN ARGENTINA EN UN MUNDIAL?	6-1
¿CÓMO SE LLAMA LA PRIMA DE QUICO EN EL CHAVO DEL 8?	LA POPIS
¿CUÁNDO SERÁN LOS FERIADOS DE CARNAVAL ESTE AÑO?	4 Y 5 DE MARZO
¿QUÉ ES UN TRABUCO?	UN ARMA DE FUEGO
¿QUÉ FRUTO DA EL NOGAL?	NUECES
¿A QUÉ HACE REFERENCIA EL TÉRMINO ITALIANO PROSCIUTTO?	JAMÓN
¿CÓMO SE LLAMA EL INGREDIENTE RESPONSABLE DEL SABOR Y OLOR AGRIO DEL VINAGRE?	ÁCIDO ACÉTICO
¿CUÁNTO MIDIÓ EL SALAME MÁS LARGO DEL MUNDO, REALIZADO EN TANDIL EN FEBRERO DEL 2019?	87,56 METROS
¿CÓMO SE LLAMA LA VITAMINA QUE SE RECOMIENDA TOMAR DESDE AL MENOS UN MES ANTES DE BUSCAR EL EMBARAZO Y DURANTE LOS PRIMEROS TRES MESES DE GESTACIÓN?	ÁCIDO FÓLICO
¿QUÉ FECHA ES FERIADO POR EL PASO A LA INMORTALIDAD DEL GENERAL MARTÍN MIGUEL DE GÜEMES?	17 DE JUNIO
¿EN QUÉ POSICIÓN SE RECOMIENDA ACOSTAR A UN RECIÉN NACIDO PARA QUE TENGA UN SUEÑO SEGURO?	BOCA ARRIBA
¿HASTA QUÉ EDAD ES OBLIGATORIO QUE LOS NIÑOS VIAJEN EN EL ASIENTO TRASERO CON SILLITA DE SEGURIDAD?	HASTA LOS 10 AÑOS
¿CUÁNTO TIEMPO DE RESIDENCIA ININTERRUMPIDA Y DOCUMENTADA EN EL PAÍS DEBE TENER UN EXTRANJERO PARA OBTENER LA CIUDADANÍA ARGENTINA?	2 AÑOS
¿QUÉ SELECCIÓN GOLEÓ POR 6 A 1 A ARGENTINA EN UN MUNDIAL?	CHECOSLOVAQUIA
¿QUÉ ACTRIZ INTERPRETA A LA POPIS EN EL CHAVO DEL 8?	FLORINDA MEZA
¿CON QUÉ OTRO NOMBRE SE CONOCE AL RÍO QUINTO?	RÍO POPOPIS
¿QUÉ FECHA ES EL FERIADO POR EL DÍA NACIONAL DE LA MEMORIA POR LA VERDAD Y LA JUSTICIA?	24 DE MARZO
¿CÓMO SE LLAMA AL PERÍODO QUE INMEDIATAMENTE SIGUE AL PARTO Y DURA HASTA QUE EL CUERPO MATERNO RECUPERE PAULATINAMENTE SU ESTADO ANTERIOR?	PUERPERIO
¿QUÉ FECHA ES FERIADO POR EL DÍA DE LA SOBERANÍA NACIONAL?	18 DE NOVIEMBRE
¿MEDIANTE QUÉ LEY SE RIGEN LOS FERIADOS INAMOVIBLES Y LOS TRASLADABLES?	LEY 27.399
¿QUÉ FRUTA SE UTILIZA PARA LA ELABORACIÓN DEL LICOR INCOLORO LLAMADO KIRSCH?	CEREZA
¿EN QUÉ DISCIPLINA FUE CAMPEÓN MUNDIAL GARRY KASPAROV?	AJEDREZ
¿CÓMO SE LLAMA A UN CAFÉ EXPRESO CORTO?	RISTRETTO
¿EN QUÉ BOSQUE VIVÍA ESCONDIDO ROBIN HOOD?	SHERWOOD
¿QUÉ GAS SE SUELE UTILIZAR PARA RECARGAR LOS ENCENDEDORES?	GAS BUTANO
¿A QUÉ DEPORTE ESTÁ LIGADO SERGIO CACHITO VIGIL?	HOCKEY SOBRE CÉSPED
¿CUÁL ES EL NOMBRE DE PILA DEL TENISTA ESPAÑOL NADAL?	RAFAEL
¿CUÁNTOS EQUIPOS INTEGRAN ACTUALMENTE LA SUPERLIGA ARGENTINA DE FÚTBOL?	26
¿A QUÉ EQUIPO DEL FÚTBOL ARGENTINO PERTENECE EL ESTADIO LIBERTADORES DE AMÉRICA?	INDEPENDIENTE
¿CON QUÉ ACTRIZ TIENE DOS HIJOS EL ACTOR GONZALO HEREDIA?	BRENDA GANDINI
¿CUÁL ES EL NOMBRE DE PILA DEL ABOGADO BURLANDO?	FERNANDO
¿EN CUÁNTOS PERÍODOS O CHUKKERS ESTÁ DIVIDIDO UN PARTIDO DE POLO?	6
¿CÓMO SE LLAMAN LAS HERMANAS TENISTAS WILLIAMS?	VENUS Y SERENA
¿EN QUÉ AÑO LA SELECCIÓN ARGENTINA DE FUTSAL SALIÓ CAMPEÓN DEL MUNDO?	2016
¿QUÉ CIUDAD ES LA CAPITAL NACIONAL DEL PULLOVER?	MAR DEL PLATA
¿CUÁL ES EL NOMBRE DE PILA DE LA HIJA DE CRISTINA FERNÁNDEZ DE KIRCHNER?	FLORENCIA
¿CON QUÉ ACTRIZ ESTÁ CASADO EL ACTOR NICOLÁS VÁZQUEZ?	GIMENA ACCARDI
SEGÚN LA PELÍCULA, ¿CUÁNTOS SON LOS ÁNGELES DE CHARLIE?	3
EN LA POPULAR SERIE LOST, ¿DE QUÉ CIUDAD HABÍA PARTIDO EL AVIÓN QUE SE ESTRELLÓ EN LA ISLA?	SIDNEY
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA EL VOLCÁN CONOCIDO COMO EL BONETE, UNO DE LOS MÁS GRANDES DEL MUNDO?	LA RIOJA
¿EN EL LÍMITE DE QUÉ PAÍSES SE ENCUENTRA OJOS DEL NEVADO, EL VOLCÁN MÁS ALTO DEL MUNDO QUE MIDE MÁS DE 6.700 METROS?	ARGENTINA Y CHILE
¿QUÉ FRUTA ERA LA MASCOTA DE LA COPA DEL MUNDO DE FÚTBOL DE ESPAÑA 1982?	UNA NARANJA
¿CON QUÉ NOMBRE SE CONOCE A LAS TRES HERMANAS DE APELLIDO FERNÁNDEZ ROUSSE?	LAS TRILLIZAS DE ORO
¿QUÉ DIRIGENTE POLÍTICO DIJO LA FRASE EL PERONISMO TRIUNFARÁ CONMIGO O SINMIGO?	HERMINIO IGLESIAS
¿A QUÉ PERSONAJE HISTÓRICO SE LE ATRIBUYE LA FRASE LAS BATALLAS CONTRA LAS MUJERES SON LAS ÚNICAS QUE SE GANAN HUYENDO?	NAPOLEÓN BONAPARTE
¿QUÉ FAMOSA ARGENTINA DIJO LA FRASE SOS UN HELADO DE POLLO, NO EXISTÍS?	MORIA CASÁN
¿QUIÉN DIRIGIÓ LA PELÍCULA ARGENTINA LA HISTORIA OFICIAL, GANADORA DE UN PREMIO OSCAR?	LUIS PUENZO
¿A CUÁL DE LOS LLAMADOS PADRES FUNDADORES DE ESTADOS UNIDOS SE LE ATRIBUYE LA INVENCIÓN DEL PARARRAYOS?	BENJAMIN FRANKLIN
¿CUÁNTOS ESTADOS COMPONEN LOS ESTADOS UNIDOS DE AMÉRICA?	50
EN TÉRMINOS DE SUPERFICIE, ¿CUÁL ES EL ESTADO MÁS GRANDE DE ESTADOS UNIDOS?	ALASKA
SEGÚN UN IMPORTANTE ESTUDIO DE 2018, ¿CUÁL ES EL PAÍS CON MAYOR CONSUMO DE CERVEZA PER CÁPITA?	REPÚBLICA CHECA
¿QUIÉN PROTAGONIZÓ LA PELÍCULA TIEMPOS MODERNOS, FAMOSA POR SU CRÍTICA A LA INDUSTRIALIZACIÓN EN LA ERA DE LA PRODUCCIÓN EN SERIE?	CHARLES CHAPLIN
¿DE QUÉ PAÍS ES CAPITAL DAMASCO?	SIRIA
¿EN QUÉ AÑO HIZO SU PRIMERA APARICIÓN EL PATO DONALD, UNO DE LOS PERSONAJES ICÓNICOS DE DISNEY?	1934
¿EN QUÉ CONTINENTES ESTÁ UBICADO TURQUÍA?	ASIA Y EUROPA
¿CON QUÉ PRESIDENTE ARGENTINO ESTUVO CASADA AURELIA TIZÓN?	JUAN DOMINGO PERÓN
¿CUÁL ES EL ÚNICO PREMIO NOBEL QUE SE ENTREGA EN NORUEGA, EN LUGAR DE SUECIA COMO TODOS LOS DEMÁS?	PREMIO NOBEL DE LA PAZ
¿CÓMO SE LLAMA LA FAMOSA PIEDRA QUE FUE CLAVE PARA DESCIFRAR LOS JEROGLÍFICOS EGIPCIOS?	ROSETTA
¿EN QUÉ MUSEO SE ENCUENTRA LA PIEDRA ROSETTA, FAMOSA POR PERMITIR DESCIFRAR LOS JEROGLÍFICOS EGIPCIOS?	MUSEO BRITÁNICO
¿EN QUÉ PAÍS SE ENCUENTRA TRANSILVANIA?	RUMANIA
¿EL NOMBRE DE QUÉ PERSONAJE HISTÓRICO TIENE EL AEROPUERTO MÁS TRANSITADO DE ITALIA?	LEONARDO DA VINCI
¿CÓMO SE LLAMA LA HIJA DE DIEGO MARADONA NACIDA EN 1996?	JANA
¿QUÉ CANTANTE ES LA HIJA DE LA PERIODISTA MÓNICA CAHEN DANVERS?	SANDRA MIHANOVICH
CUANDO EN ARGENTINA EN VERANO SON LAS 15:00, ¿QUÉ HORA ES EN NUEVA YORK?	13:00
¿QUÉ PERSONAJE HISTÓRICO DIJO SOMOS MÁS POPULARES QUE JESÚS?	JOHN LENNON
¿QUÉ ANIMAL ERA LA MASCOTA DEL MUNDIAL DE FÚTBOL DE ALEMANIA 2006?	UN LEÓN
¿CÓMO SE LLAMA EL PALILLO CON EL CUAL UN DIRECTOR DIRIGE LA ORQUESTA?	BATUTA
¿CÓMO SE LLAMA EL MAESTRO DE LAS TORTUGAS NINJA?	SPLINTER
¿CUÁL ES EL MÁXIMO GALARDÓN QUE SE ENTREGA EN EL FESTIVAL DE CINE DE VENECIA?	LEÓN DE ORO
¿PARA QUÉ AGENCIA TRABAJA EL SÚPER AGENTE 86?	CONTROL
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE ARIES?	FUEGO
¿EN QUÉ FECHA SE JUGÓ EL PARTIDO HOMENAJE A DIEGO MARADONA EN LA BOMBONERA?	10 DE NOVIEMBRE DE 2001
¿A QUÉ LÍNEA DE TRENES PERTENECEN LAS ESTACIONES DE LA PATERNAL, WILLIAM MORRIS Y PILAR?	LÍNEA SAN MARTÍN
¿A QUÉ FUTBOLISTA SE HACE REFERENCIA CUANDO SE DICE QUE DEBIÓ HABER DEFINIDO POR ABAJO EN LA FINAL DEL MUNDIAL DE BRASIL 2014?	RODRIGO PALACIO
¿CUÁNTOS DÍAS TARDARON EN RESCATAR A LOS SOBREVIVIENTES DE LA TRAGEDIA AÉREA CONOCIDA COMO MILAGRO DE LOS ANDES?	72 DÍAS
¿CUÁNTOS LADOS TIENE UNA PERINOLA?	SEIS
¿A QUÉ PAÍSES AFECTÓ EL CONJUNTO DE EVENTOS CLIMÁTICOS CONOCIDO COMO EL NIÑO COSTERO 2019?	PERÚ Y CHILE
¿CON QUÉ PARTIDO POLÍTICO LLEGÓ A LA PRESIDENCIA DE BRASIL LULA DA SILVA?	PARTIDO DE LOS TRABAJADORES
¿EN QUÉ AÑO FUE SANCIONADA LA CONSTITUCIÓN DE LA CIUDAD DE BUENOS AIRES?	1996
¿QUIÉN FUE EL PRIMER JEFE DE GOBIERNO DE LA CIUDAD DE BUENOS AIRES LUEGO DE LA REFORMA CONSTITUCIONAL DE 1994?	FERNANDO DE LA RÚA
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE TAURO?	TIERRA
SEGÚN LA CANCIÓN DE MARÍA ELENA WALSH, ¿DE QUIÉN SE ENAMORÓ LA FAROLERA?	DE UN CORONEL
¿DE QUÉ COLOR ES LA ESTRELLA DE LA BANDERA DE CUBA?	BLANCA
¿EN QUÉ EQUIPO SE RETIRÓ DEL FÚTBOL PELÉ?	COSMOS DE NUEVA YORK
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE LEO?	FUEGO
¿CON QUÉ NOMBRE ES CONOCIDO EL CANTANTE JUAN LUIS LODOÑO ARIAS?	MALUMA
¿CÓMO SE LLAMA EL OPERATIVO DE SEGURIDAD QUE SE LLEVA A CABO TODOS LOS VERANOS EN LOS PRINCIPALES DESTINOS TURÍSTICOS DE LA PROVINCIA DE BUENOS AIRES?	OPERATIVO SOL
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE VIRGO?	TIERRA
¿DE QUÉ COLOR ES LA FRANJA DEL MEDIO DE LA BANDERA DE BOLIVIA?	AMARILLO
¿A QUÉ LÍNEA DE TRENES PERTENECEN LAS ESTACIONES DE BERNAL, PLÁTANOS Y CITY BELL?	LÍNEA ROCA
¿CUÁL ES EL NOMBRE COMPLETO DE LA BANDA DE ROCK NACIONAL POPULARMENTE CONOCIDA COMO LOS REDONDOS?	PATRICIO REY Y SUS REDONDITOS DE RICOTA
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE ACUARIO?	AIRE
¿DE QUÉ COLOR ES LA ESTRELLA QUE SE ENCUENTRA EN LA BANDERA DE CHILE?	BLANCA
¿DE QUÉ COLOR ES LA CÉDULA QUE AUTORIZA A UNA PERSONA A CONDUCIR UN AUTO QUE NO ESTÁ A SU NOMBRE?	AZUL
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE PISCIS?	AGUA
¿A QUIÉN SE LE ATRIBUYE LA FRASE ES MEJOR MORIR DE PIE QUE VIVIR ARRODILLADO?	ERNESTO CHE GUEVARA
¿EN QUÉ FECHA MURIÓ EL NARCOTRAFICANTE PABLO ESCOBAR?	2 DE DICIEMBRE DE 1993
¿QUÉ EQUIPO ESPAÑOL JUEGA DE LOCAL EN EL ESTADIO WANDA METROPOLITANO?	ATLÉTICO DE MADRID
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE CAPRICORNIO?	TIERRA
¿A QUIÉN SE LE ATRIBUYE LA FRASE EL IGNORANTE AFIRMA, EL SABIO DUDA Y REFLEXIONA?	ARISTÓTELES
EN EL JUEGO DE TRUCO, ¿CÓMO SE LLAMA TENER LAS TRES CARTAS DEL MISMO PALO?	FLOR
¿CUÁL ES EL DEPORTE NACIONAL DE COLOMBIA?	EL TEJO
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE LIBRA?	AIRE
¿CÓMO SE LLAMA LA CALLE PRINCIPAL DE SAN BERNARDO QUE SE CONVIERTE EN PEATONAL DURANTE EL VERANO?	CHIOZZA
¿DE QUÉ COLOR ES LA TÍPICA VESTIMENTA DE LA SELECCIÓN DE RUGBY DE NUEVA ZELANDA?	NEGRA
¿QUÉ DEPORTE SE PRACTICA EN EL FAMOSO TORNEO DE LAS SEIS NACIONES?	RUGBY
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE SAGITARIO?	FUEGO
¿CUÁNTO TIEMPO DE VIGENCIA TIENE LA CÉDULA AZUL?	NO TIENE VENCIMIENTO
¿A QUÉ DOS CARTAS SE LES LLAMA ANCHO FALSO EN EL JUEGO DEL TRUCO?	UNO DE COPAS Y UNO DE ORO
¿QUÉ CANTANTE DICE EN UNA DE SUS CANCIONES QUE TIENE A UN RUSO Y A UN YANQUI DENTRO DE SU HABITACIÓN?	MIGUEL MATEOS
¿QUIÉN FUE EL ÁRBITRO DE LA RECORDADA FINAL DEL MUNDIAL DE ITALIA 90 ENTRE ARGENTINA Y ALEMANIA?	EDGARDO CODESAL
¿A QUÉ ELEMENTO PERTENECE EL SIGNO GÉMINIS?	AIRE
¿QUÉ EX TENISTA ES ACTUALMENTE EL PRESIDENTE DE LA ASOCIACIÓN ARGENTINA DE TENIS?	AGUSTÍN CALLERI
¿CUÁL ES EL NOMBRE DE PILA DEL PRESIDENTE DE LA AFA CHIQUI TAPIA?	CLAUDIO
¿CÓMO SE LLAMA EL HIJO QUE TUVO EL EX PRESIDENTE CARLOS MENEM CON CECILIA BOLOCCO?	MÁXIMO
¿CONTRA QUÉ SELECCIÓN DEBUTARÁ ARGENTINA EN LA COPA AMÉRICA DE BRASIL 2019?	COLOMBIA
¿CÓMO SE LLAMA LA BANDA CONFORMADA POR ALE SERGI Y JULIANA GATTAS?	MIRANDA
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE CÁNCER?	AGUA
¿QUÉ EDIFICIO DE LA CIUDAD DE BUENOS AIRES FUE CONSTRUIDO INSPIRADO EN LA OBRA DE DANTE ALIGHIERI LA DIVINA COMEDIA?	EL PALACIO BAROLO
¿EN QUÉ EQUIPO JUEGA ACTUALMENTE GONZALO PIPA HIGUAÍN?	CHELSEA
¿JUNTO A QUIÉN REALIZABA ALBERTO OLMEDO EL RECORDADO SKETCH ÁLVAREZ Y BORGES?	JAVIER PORTALES
¿CUÁNTOS AÑOS TIENE EL PRESIDENTE MAURICIO MACRI?	60
¿CON QUÉ POLÍTICO ESTÁ CASADA MALENA GALMARINI?	SERGIO MASSA
¿CUÁL ES EL ÚNICO EQUIPO ARGENTINO EN EL QUE JUGÓ ÁNGEL DI MARÍA?	ROSARIO CENTRAL
¿QUÉ BANDA ESPAÑOLA POPULARIZÓ EL TEMA ASEREJÉ?	LAS KÉTCHUP
¿CON QUÉ NOMBRE ES CONOCIDO POPULARMENTE EL PUENTE EZEQUIEL DEMONTY?	PUENTE ALSINA
¿CUÁNTAS LÍNEAS SUBURBANAS DE TRENES HAY EN EL ÁREA METROPOLITANA DE BUENOS AIRES?	SEIS
¿QUÉ EQUIPO GANÓ LA ÚLTIMA EDICIÓN DE LA COPA ARGENTINA?	ROSARIO CENTRAL
¿A QUÉ ELEMENTO PERTENECE EL SIGNO DE ESCORPIO?	AGUA
¿QUÉ LÍNEA DE TRENES UNE LAS ESTACIONES DE MAIPÚ Y DELTA?	TREN DE LA COSTA
¿A QUÉ LÍNEA DE TRENES PERTENECEN LAS ESTACIONES DE VILLA SOLDATI, ISIDRO CASANOVA Y ALDO BONZI?	LÍNEA BELGRANO SUR
¿QUIÉN ESCRIBIÓ LA NOVELA EL CÓDIGO DA VINCI?	DAN BROWN
¿A QUÉ BANDA DE ROCK NACIONAL PERTENECE LA CANCIÓN LLAMADA JUGUETES PERDIDOS?	PATRICIO REY Y SUS REDONDITOS DE RICOTA
¿CON QUÉ PRESENTADORA DE TELEVISIÓN CHILENA TUVO UN HIJO EL EX PRESIDENTE CARLOS MENEM?	CECILIA BOLOCCO
¿CÓMO SE LLAMA LA PELÍCULA INSPIRADA EN EL ACCIDENTE AÉREO OCURRIDO EN LA CORDILLERA DE LOS ANDES EN 1972, EN EL CUAL VIAJABAN JUGADORES DE RUGBY DE UN EQUIPO URUGUAYO?	VIVEN
¿EN QUÉ PAÍS SUDAMERICANO HAY UN PUEBLO LLAMADO PEOR ES NADA?	CHILE
¿EN QUÉ AÑO SE EMPEZARON A ENTREGAR LOS PREMIOS ESTRELLA DE MAR?	1975
¿CÓMO SE LLAMA EL TROMPO QUE EN CADA UNO DE SUS 6 LADOS TIENE DISTINTAS ESCRITURAS COMO POR EJEMPLO TOMA TODO O TODOS PONEN?	PERINOLA
¿CÓMO SE LLAMA A LA ZONA DE TRANSICIÓN ENTRE LA TROPOSFERA Y LA ESTRATOSFERA?	TROPOPAUSA
¿CÓMO SE LLAMA EL ARTE DE CULTIVAR ÁRBOLES Y ARBUSTOS EN MACETAS UTILIZANDO TÉCNICAS PARA QUE PERMANEZCAN DE UN TAMAÑO MUY INFERIOR AL NATURAL?	BONSÁI
¿QUIÉN GANÓ EL ORO EN LOS PREMIOS ESTRELLA DE MAR 2019?	RAÚL LAVIÉ
¿QUÉ ACTOR POPULARIZÓ LA FRASE VOS FUMÁ?	CARLÍN CALVO
¿QUÉ DEPORTE PRACTICÓ PROFESIONALMENTE EL EX GOBERNADOR DE BUENOS AIRES DANIEL SCIOLI?	MOTONÁUTICA
¿QUÉ DEPORTE PRACTICÓ PROFESIONALMENTE CARLOS REUTEMANN, EX GOBERNADOR DE LA PROVINCIA DE SANTA FE?	AUTOMOVILISMO
¿QUIÉN FUE LA PRIMERA MUJER EN SER PRESIDENTE DE ARGENTINA?	MARÍA ESTELA MARTÍNEZ DE PERÓN
¿DE QUÉ PERSONAJE DE OLMEDO ERA LA FRASE Y, SI NO ME TIENEN FE?	EL MANOSANTA
¿QUÉ PRESIDENTE ARGENTINO DIJO LA RECORDADA FRASE: LA CASA ESTÁ EN ORDEN?	RAÚL ALFONSÍN
¿EN QUÉ PAÍS DE SUDAMÉRICA SE ENCUENTRA LA CIUDAD DE ANTOFAGASTA?	CHILE
¿QUÉ ÁRBOL APARECE EN LA NUEVA MONEDA DE $1 EN ARGENTINA?	JACARANDÁ
¿QUÉ ÁRBOL APARECE EN LA NUEVA MONEDA DE $5 EN ARGENTINA?	ARRAYÁN
¿EN EL REVERSO DE QUÉ BILLETE ARGENTINO APARECEN ARTIGAS, BOLÍVAR Y OHIGGINS?	CINCO PESOS
¿QUÉ PRÓCER ARGENTINO APARECE EN EL BILLETE DE $20?	JUAN MANUEL DE ROSAS
¿CUÁL ES EL COMBATE QUE APARECE EN EL REVERSO DEL BILLETE DE $20?	COMBATE DE LA VUELTA DE OBLIGADO
¿QUÉ GAUCHO, LÍDER DEL ALZAMIENTO EN LAS ISLAS MALVINAS EN 1833, FIGURA EN EL REVERSO DEL BILLETE DE $50?	ANTONIO RIVERO
¿EN EL BILLETE DE QUÉ VALOR FIGURA EL HORNERO, AVE NACIONAL DE NUESTRO PAÍS?	1.000 PESOS
